cell,Specimen.ID,Species,T2T3Red,Lat,Lon,X,Y,TemplateX,TemplateY,Difference1,Difference2,Distance
218,HH16-0013-2,bifarius,0,43.01821,-109.75566,0.534414755,0.46345401,0.599831093,0.706655227,-0.065416338,-0.243201217,0.251845447
241,ENT.797703,bifarius,0,42.1,-123.4,0.604545937,0.522719913,0.599831093,0.706655227,0.004714844,-0.183935314,0.183995732
242,AMNH_BEE 00094970,bifarius,0,42.02,-122.109,0.544924032,0.539267555,0.599831093,0.706655227,-0.054907061,-0.167387671,0.176163043
242,AMNH_BEE 00094977,bifarius,0,42.02,-122.109,0.544924032,0.539267555,0.599831093,0.706655227,-0.054907061,-0.167387671,0.176163043
242,OTM 003,bifarius,0,42.084,-122.651,0.544924032,0.539267555,0.599831093,0.706655227,-0.054907061,-0.167387671,0.176163043
242,OTM 018,bifarius,0,42.084,-122.651,0.544924032,0.539267555,0.599831093,0.706655227,-0.054907061,-0.167387671,0.176163043
242,OTM 024,bifarius,0,42.084,-122.651,0.544924032,0.539267555,0.599831093,0.706655227,-0.054907061,-0.167387671,0.176163043
242,AMNH_BEE 00094971,bifarius,0,42.26667,-121.87722,0.544924032,0.539267555,0.599831093,0.706655227,-0.054907061,-0.167387671,0.176163043
242,OTA-041,bifarius,0,42.31694444,-122.4902778,0.544924032,0.539267555,0.599831093,0.706655227,-0.054907061,-0.167387671,0.176163043
242,AMNH_BEE 00025520,bifarius,0,42.39833,-121.88139,0.544924032,0.539267555,0.599831093,0.706655227,-0.054907061,-0.167387671,0.176163043
242,AMNH_BEE 00095597,bifarius,0,42.49611,-120.87556,0.544924032,0.539267555,0.599831093,0.706655227,-0.054907061,-0.167387671,0.176163043
242,AMNH_BEE 00095598,bifarius,0,42.49611,-120.87556,0.544924032,0.539267555,0.599831093,0.706655227,-0.054907061,-0.167387671,0.176163043
242,AMNH_BEE 00094972,bifarius,0,42.503,-122.1,0.544924032,0.539267555,0.599831093,0.706655227,-0.054907061,-0.167387671,0.176163043
242,AMNH_BEE 00094973,bifarius,0,42.503,-122.1,0.544924032,0.539267555,0.599831093,0.706655227,-0.054907061,-0.167387671,0.176163043
242,AMNH_BEE 00095723,bifarius,0,42.645,-122.068,0.544924032,0.539267555,0.599831093,0.706655227,-0.054907061,-0.167387671,0.176163043
242,AMNH_BEE 00095724,bifarius,0,42.645,-122.068,0.544924032,0.539267555,0.599831093,0.706655227,-0.054907061,-0.167387671,0.176163043
242,AMNH_BEE 00095725,bifarius,0,42.645,-122.068,0.544924032,0.539267555,0.599831093,0.706655227,-0.054907061,-0.167387671,0.176163043
242,AMNH_BEE 00095726,bifarius,0,42.645,-122.068,0.544924032,0.539267555,0.599831093,0.706655227,-0.054907061,-0.167387671,0.176163043
242,AMNH_BEE 00094974,bifarius,0,42.65555,-122.07166,0.544924032,0.539267555,0.599831093,0.706655227,-0.054907061,-0.167387671,0.176163043
242,AMNH_BEE 00094975,bifarius,0,42.65555,-122.07166,0.544924032,0.539267555,0.599831093,0.706655227,-0.054907061,-0.167387671,0.176163043
243,ENT.710609,bifarius,0,42.055567,-120.16497,0.375095815,0.308080659,0.599831093,0.706655227,-0.224735278,-0.398574568,0.457567078
243,ENT.710610,bifarius,0,42.055567,-120.16497,0.375095815,0.308080659,0.599831093,0.706655227,-0.224735278,-0.398574568,0.457567078
243,ENT.711246,bifarius,0,42.188848,-120.246949,0.375095815,0.308080659,0.599831093,0.706655227,-0.224735278,-0.398574568,0.457567078
243,HH15-0504-1,bifarius,0,42.23716,-120.2742,0.375095815,0.308080659,0.599831093,0.706655227,-0.224735278,-0.398574568,0.457567078
243,HH15-0504-2,bifarius,0,42.23716,-120.2742,0.375095815,0.308080659,0.599831093,0.706655227,-0.224735278,-0.398574568,0.457567078
243,HH15-0504-4,bifarius,0,42.23716,-120.2742,0.375095815,0.308080659,0.599831093,0.706655227,-0.224735278,-0.398574568,0.457567078
243,HH15-0504-5,bifarius,0,42.23716,-120.2742,0.375095815,0.308080659,0.599831093,0.706655227,-0.224735278,-0.398574568,0.457567078
